Event ID,Title,Start,End,Timezone,Organization,Venue,Address,City,Region,Categories,Cost,Description,Public Source URL,Ticket URL,Source Category,Source Record IDs,Source Supplied IDs,Source URLs,Retrieved At
e52f0fde-7971-5f64-a263-c2b4d730a399,Sunfestival: Love Out Loud,2026-09-05,2026-09-06,date-only,CAMP Rehoboth ,Rehoboth Beach Convention Center,"{""street"":""229 Rehoboth Ave"",""city"":""Rehoboth Beach"",""state"":""DE"",""postalCode"":""19971""}",Rehoboth Beach,Southern Delaware,Hip-Hop / R&B; Rock / Pop; Festivals & Special Events,$50-$150,"Celebrate Labor Day Weekend in Rehoboth Beach, DE at SUNFESTIVAL - LOVE OUT LOUD ! Delight in two nights of fun with headlining entertainment and globally renowned DJs. As the ultimate party to close out the summer, SUNFESTIVAL sells out every year while supporting a great cause. All proceeds benefit CAMP Rehoboth. SUNFESTIVAL IS A DESTINATION EVENT. View exclusive booking rates here . Saturday, September 5: A Night of Entertainment + Live Auction. CAMP Rehoboth’s annual Labor Day weekend fundraiser, SUNFESTIVAL, is excited to host singer David Archuleta as its headline entertainment. David will bring his much-anticipated set to the Rehoboth Beach Convention Center stage on Saturday, September 5. Since first stepping into the pop spotlight at age 17, David Archuleta has embodied the kind of genuine star power that can’t be manufactured. After years of dazzling audiences with his radiant personality and phenomenal voice—a journey that’s included turning out multiple platinum-selling hits, achieving global acclaim as a captivating live performer, and emerging as an undeniable fixture on the pop-culture scene—the Miami-born singer/songwriter experienced a major personal transformation that radically altered his identity as an artist. Already this year, Archuleta released his memoir DEVOUT, an instant New York Times bestseller, and a raw and powerful coming-out story tracing his journey from closeted Mormon teen to global pop star to openly queer man, revealing the hidden pressures of fame, the weight of religious expectations, and the courage it takes to live authentically. In April, David released the DEVOUT EP, which serves as a musical companion to his memoir, capturing the emotional in-between of deconstruction, healing, and self-acceptance. Experience a night filled with music and empowerment as David Archuleta will lift your spirits. Opening the night is local powerhouse Ashley Williams, a dynamic vocalist, actor, and director based in coastal Delaware, known for her soulful, genre-spanning sound. A core artist with Clear Space Theatre Company, Williams serves as Education and Administration Manager while actively performing and directing. And not to be missed ... the LIVE AUCTION. Stay tuned for more information on this year's items. (Doors for the Night of Entertainment open at 6:30 p.m.) Sunday, September 6: A Night of Dance. Featuring DJ Robbie Leslie and DJ James Anthony. Both DJs will offer an unforgettable musical journey starting with classic mirror ball memories, dance floor anthems, and the latest club beats. The Rehoboth Beach Convention Center transforms into the ultimate dance party to close out the summer. (Doors open at 7:00 p.m, ET. Dance ends at 1:00 a.m. ET) CAMP Rehoboth is an LGBTQ+ community center determined to Create A More Positive (CAMP) environment that is inclusive of all sexual orientations and gender identities in Southern Delaware and beyond. We seek to promote cooperation, understanding among all people, and well-being, as we continue our work to build a safer community with room for all. Join us for our biggest fundraiser of the year which helps raise necessary funds for our programs and services! Accessibility CAMP Rehoboth is committed to creating and maintaining an inclusive environment for all participants. If you plan on joining us for SUNFESTIVAL and have needs related to Accessibility, please contact accessibility@camprehoboth.org by August 21 to ensure needs may be met.",https://delawarescene.com/event/43069/sunfestival-love-out-loud,https://give.camprehoboth.org/events/sunfestival-2026,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43069,https://delawarescene.com/event/43069/sunfestival-love-out-loud,2026-08-19T14:48:52.161Z
aabe4e2b-fc9f-5ee4-bb4f-f07c094f7c89,Jungle Book Kids: Curtain Call Club – Fall Session 2026,2026-09-05T13:00:00Z,,America/New_York,Milton Theatre,,,,,Literature & Poetry,From $332,,https://www.miltontheatre.com/events,,non-grantee,59d474c6-0c28-5513-990e-cbd899a9696c,scenescout:781bb5c71f63a5d499bb7e090d93358d,https://www.miltontheatre.com/events,2026-08-19T15:37:21.163Z
ee366e19-bde5-566e-a964-f7df27dd5d2c,Footworks' Keeping the Beat!,2026-09-05T14:00:00Z,,America/New_York,Freeman Arts Pavilion ,Freeman Arts Pavilion,"{""street"":""31806 Lake View Drive"",""city"":""Selbyville"",""state"":""DE"",""postalCode"":""19975""}",Selbyville,Southern Delaware,Attractions; Free; Kids & Family Friendly,FREE!,"Footworks Percussive Dance Ensemble presents the power, rhythm, and joy of percussive dance, bringing to life the rich multicultural roots of American music and movement. Driven by live music, this high-energy performance features a dynamic blend of percussive styles — from French Canadian step dance and South African gumboot to tap, Appalachian clogging, and hambone — woven together in a dynamic rhythmic journey. Come and join us for this interactive and educational performance and you’ll find yourself tapping your feet, clapping along, and fully immersed in the joyful energy of percussive dance. Celebrating over 45 years as a performing arts ensemble, Footworks Percussive Dance Ensemble is an internationally recognized, roots-based music and dance company with a reputation for exceptional performances. Footworks celebrates cultural diversity, bringing the joy, energy, and power of percussive dance and live music to audiences worldwide. The Washington Post declares, ""The eruptive joy of Footworks dancers is as contagious as laughter!""",https://delawarescene.com/event/42753/footworks-keeping-the-beat,https://purchase.freemanarts.org/ChooseSeats/58801,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,42753,https://delawarescene.com/event/42753/footworks-keeping-the-beat,2026-08-19T14:48:52.161Z
610848c2-670e-5a06-a52f-01852121ab0e,Genealogist in Residence,2026-09-05T14:00:00Z; 2026-10-03T14:00:00Z,; ,America/New_York; America/New_York,Lewes Historical Society,,,,,Museums,,"Gather your materials, gather your thoughts, and come see us on the first Saturday of each month with the exception of January from 10:00 AM. to 1:00 P.M. for the Genealogist in Residence Program. Members of the Sussex County Genealogical Society, including Historic Lewes member and volunteer Iris Fisher, will be available to help anyone that has a question about their family tree. The member-experts are seasoned searchers who come from different areas and are ready to help answer your questions regardless of what corner of the globe your quest may lead you! As an added benefit the Historic Lewes archives’ family files will be available for your use. The Genealogist in Residence program is sponsored by the Lewes Historical Society and the Sussex County Genealogical Society.",https://www.historiclewes.org/event/genealogist-in-residence-2/2026-09-05,,non-grantee,6e5e27ee-2acb-51ab-af3e-d56b327608c3,scenescout:501f414d7672027742b34319e1fde3f2,https://www.historiclewes.org/event/genealogist-in-residence-2/2026-09-05,2026-08-19T15:37:21.163Z
2293477c-0289-5eeb-be7a-ceece0ccc664,Handcrafted,2026-09-05T14:00:00Z,,America/New_York,"The Henry Francis du Pont Winterthur Museum, Inc.",,,,,Museums,,"Meet artisans and craftspeople who practice traditional handcrafts. See demonstrations of the tools, techniques, and materials used to make everyday objects by hand. Drop-in program although you may register. Included with admission. Members free. Canceled.",https://www.winterthur.org/calendar/handcrafted-4,,ddoa-grantee,5987d719-c990-590d-8264-662e56d31624,scenescout:cdd957d93d544a971d1df8dabf9259de,https://www.winterthur.org/calendar/handcrafted-4,2026-08-19T15:37:21.163Z
835914f2-b86c-56bb-9a72-38c5946dc53c,Journal Making Basics,2026-09-05T14:00:00Z,,America/New_York,DelawareScene (Div. of the Arts events portal),Gilbert W. Perry Center for the Arts (The Gibby),"{""street"":""51 W. Main St"",""city"":""Middletown"",""state"":""DE"",""postalCode"":""19709""}",Middletown,Northern Delaware,Classes; Lectures & Workshops; Visual Arts,$30,"Students will learn how to make a simple one-signature journal using recycled materials and printables. Date: Saturday, September 5 Time: 10am-noon Ages: 16+ Instructor: Jess Kille Cost: $30 Registration closes 24 hours prior. The Everett is supported, in part, by a grant from the Delaware Division of the Arts, a state agency, in partnership with the National Endowment for the Arts. The Division promotes Delaware arts events on DelawareScene.com.",https://delawarescene.com/event/43663/journal-making-basics,https://www.eventbrite.com/e/journal-making-basics-tickets-1997169770546?aff=oddtdtcreator,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43663,https://delawarescene.com/event/43663/journal-making-basics,2026-08-19T14:48:52.161Z
db082fbe-3839-54b0-b4d0-b502d342ef23,Victorian Garden Party,2026-09-05T14:00:00Z,,America/New_York,DelawareScene (Div. of the Arts events portal),First State Heritage Park,"{""street"":""The Green"",""city"":""Dover"",""state"":""DE""}",Dover,Central Delaware,250th Anniversary; Festivals & Special Events; Free; History & Culture; Music; Parks & Outdoors,FREE!,"The Governor and First Lady invite you to enjoy a splendid day in the gardens of Woodburn, the Governor's Mansion. Listen to the sounds of a the Fort Delaware Cornet Band, stroll through the grounds, see historic bicycle displays from the Wheelmen, and enjoy free tea and pastries, all with a Victorian flair. Dressing up is not required, but heavily encouraged! Tours of the mansion will also be available throughout the day. Stop by any time between 10 AM and 3 PM to delight in this FREE program. This program is funded in part by the Delaware Division of the Arts.",https://delawarescene.com/event/43639/victorian-garden-party,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43639,https://delawarescene.com/event/43639/victorian-garden-party,2026-08-19T14:48:52.161Z
75c611c9-db41-5638-b07c-23b07a554761,"Wildcraft: Nature Art, Sep 5 ~ Abbott’s Mill Nature Center",2026-09-05T14:30:00Z,,America/New_York,Delaware Nature Society,,,,,Visual Arts,,"Design beautiful and intriguing art projects perfect for play or display. Create fun projects such as dream catchers, spinning tops, luminaries, and much, much more. | $15.00 (ages 6+)*",https://delawarenaturesociety.org/event/wildcraft-nature-art-sep-5-abbotts-mill-nature-center,https://14360.blackbaudhosting.com/14360/wildcraft-nature-art-sep-5--abbotts-mill-nature-center,non-grantee,b7f693ee-04ad-5f05-b4d0-7ed840f29c5e,scenescout:ad5a3487b54527f769f5eb0149a15440,https://delawarenaturesociety.org/event/wildcraft-nature-art-sep-5-abbotts-mill-nature-center,2026-08-19T15:37:21.163Z
443a3d41-a428-5d1b-a12d-8dd4603c3698,Fishing on the Brandywine,2026-09-05T15:00:00Z,,America/New_York,Hagley Museum and Library,,,,,Museums,,Enjoy a relaxing afternoon of fishing on the Brandywine — no fishing license required.,https://www.hagley.org/plan-your-visit/calendar/all-events,,non-grantee,bc35f22c-3957-5025-9635-4b3781ef79c6,scenescout:acbb416b6909d28c850683ee6bf70ff7,https://www.hagley.org/plan-your-visit/calendar/all-events,2026-08-19T15:37:21.163Z
163bf2ed-a86d-514c-aa3a-0fafc2fb5733,Beginner Leatherworking,2026-09-05T17:00:00Z,,America/New_York,DelawareScene (Div. of the Arts events portal),Gilbert W. Perry Center for the Arts (The Gibby),"{""street"":""51 W. Main St"",""city"":""Middletown"",""state"":""DE"",""postalCode"":""19709""}",Middletown,Northern Delaware,Classes; Lectures & Workshops; Visual Arts,$60,"A beginner's class on the methods and tools used in leatherwork, from stamping and tooling to stitching and punching. We will not produce a finished piece in this class, as it is purely for a baseline of skill with the tools. Instructor: Gabriel Hurd Date: Sept. 5 Time: 1-3 pm Ages: 14+ Cost: $60 *Registration closes 24 hours prior to the workshop taking place. This organization is supported, in part, by a grant from the Delaware Division of the Arts, a state agency, in partnership with the National Endowment for the Arts. The Division promotes Delaware arts events on DelawareScene.com.",https://delawarescene.com/event/43380/beginner-leatherworking,https://beginnerleatherworking.eventbrite.com/,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43380,https://delawarescene.com/event/43380/beginner-leatherworking,2026-08-19T14:48:52.161Z
551b067b-bf79-5c7b-bde1-d20c15452a31,Coverdale Family Camp Day ~ Coverdale Farm Preserve,2026-09-05T17:00:00Z,,America/New_York,Delaware Nature Society,Coverdale Farm Preserve,"{""street"":""543 Way Rd."",""city"":""Wilmington"",""state"":""DE"",""postalCode"":""19807""}",Wilmington,Northern Delaware,Visual Arts,,"Join us to see what your child(ren) have been up to at camp! Enjoy games, crafts, hikes, and meeting the animals. Let your child give you a tour of the farmyard and share their favorite moments from the season! | Free!",https://delawarenaturesociety.org/event/coverdale-family-camp-day-coverdale-farm-preserve,https://14360.blackbaudhosting.com/14360/tickets?tab=2&amp;txobjid=5c1684ac-91de-49bb-898c-c8b7af49ae54,non-grantee,b7f693ee-04ad-5f05-b4d0-7ed840f29c5e,scenescout:db4e320ec564206e44444be517cc5739,https://delawarenaturesociety.org/event/coverdale-family-camp-day-coverdale-farm-preserve,2026-08-19T15:37:21.163Z
94bc5aae-b7c4-5fd9-a0e2-f02308a27906,Semiquincentennial – Delaware Poet’s Almanac,2026-09-05T17:00:00Z,,America/New_York,DelawareScene (Div. of the Arts events portal),Rockwood Park & Museum,"{""street"":""4651 Washington St. Extension"",""city"":""Wilmington"",""state"":""DE"",""postalCode"":""19805""}",Wilmington,Northern Delaware,250th Anniversary; History & Culture; Lectures & Workshops; Literature & Poetry,$10,"Commemorating the USA’s 250th anniversary and our state’s literary tradition, Poet in Residence, David P. Kozinski and his guest, Delaware Poets Almanac creator Torrey Francis Malek, will read and discuss great American poems, along with some of their own. Student guest poet, Nora Xu, will read from her work. Kozinski will read and discuss poems by Anne Bradstreet, Gwendolyn Brooks, Robert Frost, Emily Dickinson, and Walt Whitman, along with a couple of his own. Torrey Francis Malek is a poet from Greenville, Delaware. He serves as Director of Delaware Poets, Inc. and coordinator of The Delaware Poets Almanac. A former Poet Laureate of Valley Forge Military Academy, he was shortlisted for the 2023 Letter Review Prize for Poetry. His work has appeared in The Broadkill Review, Dreamstreets Literary Magazine, and Plants & Poetry Journal. Nora Xu is a rising 10th grader at Sanford School, where her love of poetry has earned her a Gold Key in the Scholastic Art & Writing Awards and recognition as a Poetry Out Loud finalist. She is also an editor for LitMag, Sanford’s literary magazine. Outside of writing, Nora enjoys performing in musical theater productions and traveling, two passions that continue to shape her love of storytelling. A devoted Harry Potter fan, she believes the best kind of magic is found in words.",https://delawarescene.com/event/43441/semiquincentennial-delaware-poets-almanac,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43441,https://delawarescene.com/event/43441/semiquincentennial-delaware-poets-almanac,2026-08-19T14:48:52.161Z
c5230ee2-06ba-53fc-ad98-f209094d73c8,DelArt Film Society: The Wild West presents Rio Bravo (1959),2026-09-05T17:30:00Z,,America/New_York,DelawareScene (Div. of the Arts events portal),Delaware Art Museum,"{""street"":""2301 Kentmere Parkway"",""city"":""Wilmington"",""state"":""DE"",""postalCode"":""19806""}",Wilmington,Northern Delaware,Museums; Film,$5,"Westerns once ruled Hollywood. The quintessential American film genre. A mythology rooted in our identity. Survival, betrayal, redemption, revenge. A raw view of the untamed west, romanticized, yet rugged. A symbol of freedom and the American dream.",https://delawarescene.com/event/43713/delart-film-society-the-wild-west-presents-rio-bravo-1959,https://delart.org/whats-on/list/?tribe_eventcategory%5B0%5D=39,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43713,https://delawarescene.com/event/43713/delart-film-society-the-wild-west-presents-rio-bravo-1959,2026-08-19T14:48:52.161Z
318dc55d-bd63-52a8-8c23-67ad7fab32b3,Tales of Revolutionary Delaware,2026-09-05T17:30:00Z,,America/New_York,Delaware Division of Historical & Cultural Affairs,,,,,Lectures & Workshops; Attractions,,"Continuing to celebrate the nation\'s 250th birthday, this program will bring together various stories of Delaware during the Revolution and describe how its citizens reacted to events of the day.",https://history.delaware.gov/event/tales-of-revolutionary-delaware,,non-grantee,429f41d3-dd8c-512a-b5bb-c3cf3bd29c08,scenescout:df4b697f264ac06b51918862c6044f1d,https://history.delaware.gov/event/tales-of-revolutionary-delaware,2026-08-19T15:37:21.163Z
7a41fcf6-50a1-504e-95d3-6321a3109d68,Beatlemania Now! - Matinee,2026-09-05T19:00:00Z,,America/New_York,DelawareScene (Div. of the Arts events portal),Milton Theatre,"{""street"":""110 Union Street"",""city"":""Milton"",""state"":""DE"",""postalCode"":""19968""}",Milton,Southern Delaware,Bands; Rock / Pop; Music,$37-$46,"The world’s BEST Beatles Tribute Band As Seen on Broadway and Around The World! “Beatlemania Now”, the multimedia musical stage show, is the ultimate celebration of the 60’s and the group that helped shape them… “The Beatles”! The show’s cast performs live-on-stage, against a backdrop of stunning images spanning the most exciting and turbulent decade of modern times. Recapture the excitement, mood and frantic intensity of the 1960’s as you revisit historic moments in the lives and deaths of John F. Kennedy, Robert F. Kennedy and Martin Luther King Jr., the politics of Richard M. Nixon, the raging war in Vietnam, protests in the streets, “Flower Power”, “Peace and Love”, Space Exploration and see film footage and TV commercials of the times, as the cast meticulously performs incredible note for note renditions of Beatles’ classics, including songs the Beatles’ themselves never performed outside of the Recording Studio.” “Beatlemania Now” … the music transcends time and generations… a “must see and hear” experience for all ages! The New York Daily News says, “EXTRAORDINARY!”",https://delawarescene.com/event/43111/beatlemania-now-matinee,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43111,https://delawarescene.com/event/43111/beatlemania-now-matinee,2026-08-19T14:48:52.161Z
d8409e8f-8baa-5854-ad01-f1f674c4c341,Summer Cabaret Series: Karen Mason with John McDaniel,2026-09-05T21:00:00Z,,America/New_York,Clear Space Theatre Company,,,,,Music; Musical; Comedy / Drama,,"Karen Mason has starred on Broadway, off-Broadway, television, and recording and ""has few peers when it comes to ripping the roof off with her amazing voice that knows know bounds!"" ( TheatreScene.net ). Her career has spanned intimate venues and the largest houses across the country. In the original Broadway production of Sunset Boulevard, she served as the standby to Glenn Close, Betty Buckley, and Elaine Paige for Normal Desmond. She originated Velma von Tussel in the original Broadway production of Hairspray , and originated the role of Tanya in Mamma Mia! on Broadway, a role which awarded her a Drama Desk nomination for Best Actress in a musical. As a concert hall headliner, she has played Carnegie Hall, the Kennedy Center, Lincoln Center, Birdland NYC, 54 Below, The Supper Club, and many more venues, sharing the stage with Jerry Herman, Chita Rivera, Rosemary Clooney, Luciano Pavarotti, Liza Minnelli, and John Kander & Fred Ebb, among many others. Accompanied by Grammy and Emmy Award winning music director and pianist John McDaniel, she will give an unforgettable cabaret concert in her Rehoboth Beach debut. Get Tickets",https://www.clearspacetheatre.org/upcomingshows/summer-cabaret-series-kare-mason,,ddoa-grantee,6f171ded-507e-577d-ba22-9944026a86bc,scenescout:81b6bc267d85aee428de3b770cf02abb,https://www.clearspacetheatre.org/upcomingshows/summer-cabaret-series-kare-mason,2026-08-19T15:37:21.163Z
ad74822b-b382-5271-8f40-83447fdfdec3,Gary Clark Jr,2026-09-05T23:00:00Z,,America/New_York,Freeman Arts Pavilion ,Freeman Arts Pavilion,"{""street"":""31806 Lake View Drive"",""city"":""Selbyville"",""state"":""DE"",""postalCode"":""19975""}",Selbyville,Southern Delaware,Rock / Pop; Attractions; Music,$57-$104,"Gary Clark Jr. achieved global impact following his first Grammy Award in 2014, winning Best Traditional R&B Performance for the track “Please Come Home” from his Warner Records debut album Blak And Blu, and seemingly never left the road. 2015’s The Story Of Sonny Boy Slim wrought hard-won international acclaim as a critical force to be reckoned with. Throughout 2019, Clark ascended to greater heights with the release of This Land — his third full-length studio album, which bowed at No. 6 on the Billboard 200 chart, marking his third consecutive Top 10 debut. The album and single of the same name attracted acclaim from the likes of The New York Times, The Washington Post, The Los Angeles Times, Rolling Stone, Pitchfork and more. He has performed on Saturday Night Live, The Late Show with Stephen Colbert, The Ellen DeGeneres Show, The Tonight Show Starring Jimmy Fallon, The Late Late Show with James Corden, Jimmy Kimmel Live!, Good Morning America, CBS News Sunday, CBS This Morning, The Today Show, Late Night with Seth Meyers, The Daily Show with Trevor Noah, The Howard Stern Show, WTF with Marc Maron, and more. Clark’s domestic tours became instant sell-outs and his international profile found him topping bills at legendary festivals around the world and venues including the Hollywood Bowl, along with multiple appearances in stadiums supporting and sharing the stage with The Rolling Stones. Most recently, Clark won three more Grammy Awards, including Best Rock Performance and Best Rock Song for “This Land,” and Best Contemporary Blues Album for This Land. Clark also performed his award-winning single “This Land” backed by The Roots at the 2020 Grammy Award ceremony and released their version of the track. Countless collaborations have been recorded with Stevie Wonder, Andra Day, John Legend, Alicia Keys, Foo Fighters, Nas, Sheryl Crow, Brandi Carlile, Eric Clapton, Gustavo Santaolalla, Booker T. Jones, and many more. To date, Clark has been nominated for six Grammy Awards and won four. Clark has unveiled his fourth and most compelling body of work to date, titled JPEG RAW, released in March 2024 via Warner Records. Upload Connect with Gary Clark Jr. Website Facebook Instagram YouTube",https://delawarescene.com/event/42754/gary-clark-jr,https://purchase.freemanarts.org/ChooseSeats/45601,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,42754,https://delawarescene.com/event/42754/gary-clark-jr,2026-08-19T14:48:52.161Z
c479cfb6-36e8-5bc7-b4f1-53487170d700,70's Rock Parade,2026-09-05T23:30:00Z,,America/New_York,DelawareScene (Div. of the Arts events portal),Smyrna Opera House,"{""street"":""7 West South Street"",""city"":""Smyrna"",""state"":""DE"",""postalCode"":""19977""}",Smyrna,Central Delaware,Music,$25-$35,"When you mix together some of the best players on Long Island with a love of great 70’s rock music, the end result is 70s Rock Parade – a band whose goal is to take you back to the greatest moments of your past through song….nostalgia, pure and simple. Where were you when you first heard “Hot Legs” or “Stay With Me”? What were you doing when “We’re An American Band” was blasting on your radio? Who were you hanging out with when “Heroes” or ” Fame” were big on the charts? Who were you dating when “Bang A Gong” or ” Lido Shuffle” was cranked on your stereo? Break out your bell bottoms, platform shoes, enlist in the 70’s rock revolution and join 70s Rock Parade for a blast into your glorious past! Tickets $35 VIP | $39 Balcony | $25 General Admission Doors open 45 minutes prior to show *Does not include convenience or handling fees* No refunds or exchanges",https://delawarescene.com/event/42974/70s-rock-parade,https://www.etix.com/ticket/p/89068463/70s-rock-parade-smyrna-smyrna-opera-house,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,42974,https://delawarescene.com/event/42974/70s-rock-parade,2026-08-19T14:48:52.161Z
2d188e70-5037-52e5-aad6-92299acca5a2,Beatlemania Now!,2026-09-05T23:30:00Z,,America/New_York,DelawareScene (Div. of the Arts events portal),Milton Theatre,"{""street"":""110 Union Street"",""city"":""Milton"",""state"":""DE"",""postalCode"":""19968""}",Milton,Southern Delaware,Bands; Rock / Pop; Music,$37-$46,"The world’s BEST Beatles Tribute Band As Seen on Broadway and Around The World! “Beatlemania Now”, the multimedia musical stage show, is the ultimate celebration of the 60’s and the group that helped shape them… “The Beatles”! The show’s cast performs live-on-stage, against a backdrop of stunning images spanning the most exciting and turbulent decade of modern times. Recapture the excitement, mood and frantic intensity of the 1960’s as you revisit historic moments in the lives and deaths of John F. Kennedy, Robert F. Kennedy and Martin Luther King Jr., the politics of Richard M. Nixon, the raging war in Vietnam, protests in the streets, “Flower Power”, “Peace and Love”, Space Exploration and see film footage and TV commercials of the times, as the cast meticulously performs incredible note for note renditions of Beatles’ classics, including songs the Beatles’ themselves never performed outside of the Recording Studio.” “Beatlemania Now” …the music transcends time and generations… a “must see and hear” experience for all ages! The New York Daily News says “EXTRAORDINARY!”",https://delawarescene.com/event/43110/beatlemania-now,https://www.miltontheatre.com/event/beatlemania-now-4/milton-theatre/,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43110,https://delawarescene.com/event/43110/beatlemania-now,2026-08-19T14:48:52.161Z
25f2e2dd-d269-53b6-8701-de49b8d8e6e1,Little Nature Explorers,2026-09-06T13:15:00Z; 2026-09-09T13:15:00Z; 2026-09-16T13:15:00Z; 2026-09-20T13:15:00Z; 2026-09-23T13:15:00Z; 2026-09-27T13:15:00Z; 2026-09-30T13:15:00Z,; ; ; ; ; ; ,America/New_York; America/New_York; America/New_York; America/New_York; America/New_York; America/New_York; America/New_York,Brandywine Zoo,Brandywine Zoo,"{""street"":""1001 N. Park Dr."",""city"":""Wilmington"",""state"":""DE"",""postalCode"":""19802""}",Wilmington,Northern Delaware,Lectures & Workshops,,"Do you and your child love playing outdoors? This multi-week series allows children aged 2 to 5 and their guardians to make discoveries outdoors together. Each 45-minute class includes nature-based, child-directed activities, singing, and a storybook. Each week we will learn about a different animal at the Zoo. Sign up for Sunday or Wednesday classes. Programs within the same week will cover the same topic/animal. Children must be accompanied by an adult. Due to limited space, a maximum of 2 adults can attend class per family. Class is limited in size and will take place outdoors, so dress for the weather. Ticket Fee: $15 per child for each class. LEARN MORE & BUY TICKETS",https://brandywinezoo.org/event/little-nature-explorers-17,,non-grantee,f640d451-c6a8-53ae-aaff-62dee5634126,scenescout:badd44804d6432043168a62e9a1fb0ea,https://brandywinezoo.org/event/little-nature-explorers-17,2026-08-19T15:37:21.163Z
8b9b8c6d-2b82-5dc3-83a4-fe053e1f7b78,Star Lab programs,2026-09-06T14:30:00Z,,America/New_York,Delaware Museum of Nature & Science,,,,,Attractions; Kids & Family Friendly,,"@ Step inside Star Lab and journey through the cosmos without leaving Earth Star Lab programs are available as an add-on experience on Saturdays and Sundays at 10:30 a.m., 11:30 a.m. and 1:30 p.m. Tickets may be purchased at the museum’s front desk, or on the eSales calendar when purchasing advance admission. Prices below are in addition to general admission or membership. Purchase advance tickets for Star Lab on the eSales calendar Member Prices: Ages 3 & up $3, Toddler $1. Non-Member Pricing: Ages 3 & up $5, Toddler $2 . The Delaware Museum of Nature and Science’s immersive dome experience takes you on an unforgettable voyage through space. Inside this intimate, inflatable 360° planetarium, stunning visuals wrap around you as one of our expert Museum Educators guides you through the wonders of the universe. Each 30-45 minute program explores captivating astronomical or Earth science topics including our Solar System, the stories behind constellations, the lifecycle of stars, distant galaxies, and other cosmic phenomena. The dome’s enveloping projections create the sensation of floating through space, making complex scientific concepts accessible and exciting for visitors of all ages. More than just observation, Star Lab sparks curiosity and wonder, turning learning into…",https://delmns.org/event/star-lab-programs-2/2026-09-06,,non-grantee,573cc56c-9276-57c4-8aff-5f5043471732,scenescout:69a6e8386e18d4279217d6c3c76e8846,https://delmns.org/event/star-lab-programs-2/2026-09-06,2026-08-19T15:37:21.163Z
6d50a9df-69d6-5bac-93c7-29cf0027c5a2,Collections & Research Tours: Behind the Scenes,2026-09-06T17:00:00Z; 2026-10-04T17:00:00Z; 2026-11-01T18:00:00Z,; ; ,America/New_York; America/New_York; America/New_York,Delaware Museum of Nature & Science,,,,,Museums; Art Tours; Attractions,,"@ Step beyond the galleries and into the museum’s Collections & Research department, where millions of years of natural history are carefully preserved, studied, and brought to life. Hosted by Robbie Mueller, Director of Interpretation and Exhibits Management, these small-group tours offer rare access to an area of the museum normally closed to the public. You’ll discover how shells, fossils, birds, and other remarkable objects help scientists track environmental change, uncover new discoveries, and answer questions about our world. It’s an insider experience revealing the hidden heart of the museum and just how fascinating, beautiful, and unexpectedly cool natural history collections can be. Pre-registration requested; walk-ins accepted if space allows. Program is recommended for ages 8+. Children ages 6 and up only please! $10 for DelMNS members/$30.50 for non-members (includes general admission to the museum for the entire day!). August 2 | September 6 | October 4 | November 1 | December 6 Register for August 2 Register for September 6 Register for October 4 Register for November 1 Register for December 6 Add to calendar Google Calendar iCalendar Outlook 365 Outlook Live",https://delmns.org/event/collections-research-tours-behind-the-scenes/2026-09-06,,non-grantee,573cc56c-9276-57c4-8aff-5f5043471732,scenescout:f4dd21e57c073b001bccd2decb0c9821,https://delmns.org/event/collections-research-tours-behind-the-scenes/2026-09-06,2026-08-19T15:37:21.163Z
6eccc43f-421d-56c7-9015-ff2e67c9302c,Open Figure Life Model Session,2026-09-06T17:00:00Z,,America/New_York,New Castle County Art Studio ,New Castle County Art Studio,"{""street"":""310 Kiamensi Road"",""city"":""Wilmington"",""state"":""DE"",""postalCode"":""19804""}",Wilmington,Northern Delaware,Art Centers; Classes; Lectures & Workshops; Visual Arts,$15,Work from a live nude figure model with other creatives to improve your life drawing or painting skills. Sessions include various short to long poses and are uninstructed. Bring your favorite supplies! $15 per class. *Pre-registration required. 18+,https://delawarescene.com/event/43268/open-figure-life-model-session,https://secure.rec1.com/DE/new-castle-county-de/catalog/index/69138cfe0f7f40710ac995c141f2f8b0?filter=c2VhcmNoPU9wZW4lMjBGaWd1cmUlMjBMaWZlJTIwTW9kZWwlMjBTZXNzaW9uJTIw,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,43268,https://delawarescene.com/event/43268/open-figure-life-model-session,2026-08-19T14:48:52.161Z
