venue ID,presenter ID (if different),title of program,categories,URL,box office phone,low price,high price,start date,start time,end date,ticket URL,description
,,,,,,,,09/03/2026,10:00 a.m.,,,
1615,,Jitterbugs! Music & Movement,9,https://delawarelibraries.libcal.com/event/17131329,,,,08/21/2026,10:15 a.m.,,,"Dance, sing and enjoy some fun stories! Toddlers & Preschoolers with caregiver. No registration for in-person attendance, but space is limited. Free tickets available 15 minutes before program until room capacity is reached."
1615,,Needle Circle - Fun & Creativity,11,https://delawarelibraries.libcal.com/event/15935802,,,,08/21/2026,1:00 p.m.,,,Calling all creative adults! Bring your craft project and join other crafters! Get assistance and enjoy the social time together!
731,,W.H. Chizmar | Them,8,,,,,08/21/2026,1:30 p.m.,,,
,,Music with Miss Maria,9,,,,,08/21/2026,10:30 a.m.,,,
,,,,,,,,08/28/2026,10:30 a.m.,,,
353,,Learn to Play Mah Jongg - week 5,11,https://delawarelibraries.libcal.com/event/17007938,,40,,08/21/2026,1:00 p.m.,,,This is the 5th session of a 6-session series. Registration is required for the July 24th session only. You will automatically be registered for all 6 sessions.
,,Freddie's Follies Drag Show - Every Friday,10,,,,,08/21/2026,9:00 p.m.,03/19/2027,,"Every Friday night, Freddie's Follies transforms into a dazzling showcase of charisma, uniqueness, nerve, and talent, featuring a sensational lineup of drag queens who captivate audiences with their mesmerizing performances. Recurring weekly until Fri, Mar 19."
,,Freddie's Tea Dance With DJ Niko Every Friday,2,,,,,08/21/2026,5:30 p.m.,09/11/2026,,"Join us every Friday from 5:30–9 PM for Freddie's Tea Dance with DJ Niko. Recurring weekly until Fri, Sep 11."
1639,,CANCELLED -- KCPL Mobile Library -- DAFB playground,,https://delawarelibraries.libcal.com/event/16795668,,,,08/21/2026,1:30 p.m.,,,"Due to vehicle maintenance, this week's stop has been cancelled."
1639,,CANCELLED -- KCPL Mobile Library -- Spring Meadow,,https://delawarelibraries.libcal.com/event/16795658,,,,08/21/2026,9:30 a.m.,,,"Due to vehicle maintenance, this week's stop has been cancelled."
1639,,CANCELLED -- KCPL Mobile Library -- Westminster Village,,https://delawarelibraries.libcal.com/event/16795664,,,,08/21/2026,11:00 a.m.,,,"Due to vehicle maintenance, this week's stop has been cancelled."
228,,Kick Butts Generation Meeting,,https://delawarelibraries.libcal.com/event/16883991,,,,08/21/2026,3:00 p.m.,,,"Join us at the Laurel Public Library for the next Kick Butts Generation Meeting , a youth-led initiative focused on promoting a tobacco-free lifestyle and raising awareness about the dangers of smoking and vaping. This empowering event invites teens to come together, share ideas, and plan community outreach projects aimed at creating a healthier future. Whether you're passionate about advocacy or just curious to learn more, all are welcome to attend and make a difference. Refreshments will be provided. All teens in attendance receive volunteer hours and the potential to earn scholarships. *This club is sponsored by the American Lung Association*"
,194,Create an Ecological Garden Design for Homeowners,7,https://mtcubacenter.org/event/create-an-ecological-garden-design-for-homeowners/,,59,,08/21/2026,10:00 a.m.,,https://tickets.mtcubacenter.org/webstore/shop/viewItems.aspx?cg=ga&amp;c=GAR#18851,"Whether you’re envisioning a full garden transformation or designing a new planting area, join seasoned landscape designer Michael Blacketer to explore the core principles of ecological garden design. This course will guide you through how to read local plant communities, understand site conditions, and make thoughtful choices that reduce long-term maintenance challenges. With a strong focus on planting design, you’ll learn how to assess soil and light conditions, plan bed layouts, and select plant combinations that thrive together. Throughout the class, you’ll have the opportunity to experiment with materials and design concepts under Michael’s supportive guidance, gaining confidence in creating resilient, ecologically aligned garden spaces. This program takes place in-person at Mt. Cuba Center Friday, August 21, 2026. 🥬 Continuing Education Units (CEUs) available About the Instructor: In his role as an educator at Mt. Cuba Center, Michael Blacketer draws from a diverse background in environmental planning, ecological design, resource interpretation, horticulture, and conservation social science. His education includes a bachelor’s degree in Community and Environmental Planning, a master’s in Ecological Landscape Design, and a doctorate in Parks, Recreation, and Tourism Management. Also a Delaware Master Gardener, Michael’s interests are rooted in the exploration of human-environment transactions across spatial, temporal,…"
401,,Homeschool Story Explorers,8,https://delawarelibraries.libcal.com/event/16819220,,,,08/21/2026,1:00 p.m.,,,"This is a special program series for our younger learners (ages 4-7) where we explore a different theme each week. Each session includes a discussion of our book of the week, and activities related to our topic. Older and younger siblings are welcome! Summer 2026 June 5: Dinosaurs July 17: Fun with Fruit August 7: Birthdays Around the World August 21: Bubble Science * Registration is required. When answering ""Number of people attending"" please include yourself and all other adults and children that will be joining you. New Castle Public Library 424 Delaware St., Historic New Castle, DE 19720 (302) 328-1995"
,,Remnant,,https://delawarelibraries.libcal.com/event/16731994,,,,08/21/2026,1:30 p.m.,,,Community meeting in the Allen Room
731,,Kate Danaher | Unstoppable: The Victoria Woodhull Story,8,,,,,08/22/2026,4:00 p.m.,,,
731,,Mimi Montgomery | Murder Bites,8,,,,,08/22/2026,1:30 p.m.,,,
,,Saturday Follies Drag Show,10,,,,,08/22/2026,9:00 p.m.,03/20/2027,,"Every Saturday night, Freddie's Follies transforms into a dazzling showcase of charisma, uniqueness, nerve, and talent, featuring a sensational lineup of drag queens who captivate audiences with their mesmerizing performances. Recurring weekly until Sat, Mar 20."
261,,Hagley History Tours: America 250 Edition,28,https://www.hagley.org/plan-your-visit/calendar/all-events,302-658-2400,,,08/22/2026,1:00 p.m.,,,Enjoy a guided outdoor walking tour exploring Hagley's role in shaping American and Delaware history.
261,,Science Saturday - Pitch Perfect,"21,28",https://www.hagley.org/plan-your-visit/calendar/all-events,302-658-2400,,,08/22/2026,11:00 a.m.,,,Sound is produced by vibrations. Create a musical instrument that will vibrate to make sound.
261,,Summer Saturdays at Hagley,28,https://www.hagley.org/plan-your-visit/calendar/all-events,302-658-2400,,,08/22/2026,11:00 a.m.,,,Spend a Summer Saturday at Hagley and relax with fun outdoor activities.
93,,Gallery Talk: From the Juror and Awards Judge with Lynn Marsden-Atlass,"7,27",https://www.rehobothartleague.org/,302-227-8408,,,08/22/2026,10:00 a.m.,,,"Gallery Talk from the Juror and Awards Judge with Lynn Marsden-Atlass, held in conjunction with the 12th Regional Juried Biennial Exhibition."
,,Taste of Terroir: Explore the Craft of Hard Cider,11,https://www.winterthur.org/calendar/taste-of-terroir-explore-the-craft-of-hard-cider/2026-08-22/,,,,08/22/2026,3:00 p.m.,,,"Explore the craft and culture of hard cider with Claire Trindle, Pennsylvania’s first female certified pommelier and founder of Blind Bear Beverages. This immersive session traces the journey from apple to glass, unraveling the mysteries of the cidermaking process while exploring the beverage’s global history and diverse regional styles. You’ll learn how to refine your palate through a guided sensory evaluation of appearance, aroma, and flavor, and discover the art of pairing cider to elevate any culinary experience. Hear the rich agricultural stories behind the foods and drinks we enjoy and explore how soil, climate, and place shape their character. Sample thoughtfully sourced honey, chocolate, olive oil, or hard cider, each chosen to showcase distinct landscapes. Choose a single tasting or bundle multiple sessions. $45; $145 for four-session bundle. Includes general admission. Register for 3:00 pm tasting. Register for 6:00 pm tasting. Join us for these additional Taste of Terroir programs: August 1— Savor the Essence of Olive Oil August 8—Discover the Magic of Honey August 15—Experience the Flavors of Chocolate Register for four-session bundle."
40,257,Loyalist on the Lawn,28,https://history.delaware.gov/event/loyalist-on-the-lawn-9/,,,,08/22/2026,10:30 a.m.,,,"Meet our costumed historian portraying an officer of the Loyal American Regiment. Learn about the uniforms, equipment and life of a Loyalist from Lewes during the Revolutionary War. Other rotating activities may be available. Good for all ages. No cost to participate."
,,,,,,,,09/05/2026,10:30 a.m.,,,
1542,,Shoreline,26,https://www.developingarts.org/calendar/fresh-art-8-23-2026,,,,08/23/2026,12:00 p.m.,,,Featured Artist(s): Gabe Moser and Mike Jo
,,,,,,,,08/24/2026,5:00 p.m.,,,
,194,Late Season Garden Care,,https://mtcubacenter.org/event/late-season-garden-care-3/,,39,,08/23/2026,1:00 p.m.,,https://tickets.mtcubacenter.org/webstore/shop/viewItems.aspx?cg=ga&amp;c=GAR#19593,"The end of summer is traditionally seen as the end of the gardening season, but in the ecological garden, the gardening season is year-round. Perennial division, structural pruning, and invasive management are just a few of the best tasks performed in the cooler months. Learn and discuss approaches to fall and winter maintenance to keep your garden performing for years to come. This program takes place in-person at Mt. Cuba Center Sunday, August 23, 2026. 🥬 Certificate of Attendance for Continuing Education Units (CEUs) available About the Instructor: Olivia is a designer at GreenWeaver Landscapes, a design-build company providing ecological landscape design, construction, and gardening to southeastern Pennsylvania and northern Delaware. Olivia worked in public gardens for several years before returning to landscape design with a renewed interest in landscape management and sustainability. They are particularly interested in artistic planting design, taking cues from native plant communities and environments. They hold a degree in Landscape Architecture from the University of Delaware. REGISTER NOW: General Public Individual+ & Dual+ Members Supporter, Advocate & Conservator Members"
731,,Jessica Goldstein | Retro,8,,,,,08/24/2026,1:30 p.m.,,,
43,,2027 Season Announcement,21,https://www.clearspacetheatre.org/upcomingshows/2027-season-announcement,,,,08/24/2026,4:30 p.m.,,,"2027 Season Announcement Join us for a brand new event where we'll announce our 2027 season! In a first for Clear Space, we're announcing our next season before the summer is even over Hear from Artistic Director Wes Drummond, Associate Artistic Director Candice Jewell, and Managing Joe Gfaller, enjoy live performances of selections from each of our mainstage musicals, hear about the launch of our new black box series , and hear from several of our upcoming season's playwrights about their projects at Clear Space. Our guests have two opportunities to join in on the excitement: Announcement Party at Clear Space 4:30 - 6:00 pm, programming starting at 5:00 pm 20 Baltimore Ave. Rehoboth Beach, DE 19971 Light snacks and drinks will be served before the performance at 4:30 pm Reservations required - CLICK HERE to secure your seats for $10! Announcement Party at Dogfish Head Brewing and Eats 6:30 - 9:30 pm Artists will perform over the course of the evening selections from each of our mainstage musicals 10% of all proceeds will be donated back to Clear Space as part of their Beer and Benevolence program. No reservation required!"
,,The Groove Collective: A Drum Circle,9,https://www.musicschoolofdelaware.org/program/drop-in-the-groove-collective-a-drum-circle-8-24/,,,,08/24/2026,7:00 p.m.,,,"@ Adults | Step away from the everyday and get into the groove. Join Music School drums and percussion instructor Scotty Horey for an interactive drum circle—no prior experience required. Together we’ll explore different beats, grooves, and rhythm games in an energizing session that brings people together through rhythm and creativity. Scotty Horey. $15 per session for either or both. Location: Milford Campus , 23 North Walnut Street, Milford, DE, 19963 Faculty: Scotty Horey Schedule Details Monday, 7:00 PM – 8:00 PM Register for August 24 Add to calendar Google Calendar iCalendar Outlook 365 Outlook Live"
,,PAWS for Reading,8,,,,,08/24/2026,4:00 p.m.,,,
1377,204,Southern Delaware Chorale First Rehearsal Potluck,13,https://southerndelawarechorale.org/,302-503-2514,,,08/25/2026,6:00 p.m.,,,"First Rehearsal Potluck. All are welcome: prospective, new and returning members! Please RSVP so we know how much food and music to provide. This potluck will take place at 6:00 pm at Georgetown Presbyterian Church in Georgetown."
,,Terrific Tuesdays,"26,28",https://www.winterthur.org/calendar/terrific-tuesdays-5/2026-08-25/,,,,08/25/2026,10:00 a.m.,,,"Crafts, games, and demonstrations inspired by the stories of the At Home at Winterthur exhibition introduce history, art, conservation, and storytelling to kids ages 3–10 and the adults they bring with them. Each Tuesday features a new set of activities and a different guest artist! $5; free for Members and children ages 2 and under. Drop-in program although you may register in advance. August 4—At Home…in our community Register now. August 11—At Home…in the museum Register now. August 18–At Home…doing research Register now. August 25—At Home…making art Register now. Photo by Suchat Pederson."
,466,Riverfront Summer Lunch Time Music Series with Emily Moses McNatt,9,https://riverfrontwilm.com/event/riverfront-summer-lunch-time-music-series-2-2-2-2-2-2-2-2-2-2/,,,,08/26/2026,12:15 p.m.,,,"Join Riverfront Wilmington for free live music at Hare Overlook Pavilion during the final Lunch Time Music performance of the summer series. Emily Moses McNatt returns to the Riverfront with acoustic indie originals and pop covers from the 90s through today. Her soothing vocals and upbeat coffeehouse style make her a great fit to close out the summer music lineup in Wilmington, DE."
,,Garden & Estate Insider: The Past and Present Cutting Gardens,7,https://www.winterthur.org/calendar/garden-estate-insider-the-past-and-present-cutting-gardens/,,,,08/26/2026,10:30 a.m.,,,"Learn about the history of the cutting gardens and what is happening in the area today from Natasha Vadas, horticulturist. Included with admission. Members free. Register now. Join our staff and invited experts as they share insights and information about Winterthur’s history, horticulture, or habitats. Activities may include a walk, talk, or demonstration and take place every Wednesday, April–October. Photos by Becca Mathias and courtesy of the Winterthur Archives."
3,,DelArt Readers – Con/Artist: The Life and Crimes of the World’s Greatest Art Forger by Tony Tetro,11,https://delart.org/event/delart-readers-3-7/,,,,08/27/2026,6:00 p.m.,,,"Join us! The DelArt Readers, a community-led book club, meets monthly to discuss, debate, celebrate, and share both works of fiction and non-fiction. Our selections are focused on art, artists, and/or the artistic process either in general or in response to the Museum’s collections or exhibits. In addition to our interest in art and artists, we also seek to create a sense of community, conversation, and connection. Join us in-person at DelArt on August 27 for Con/Artist: The Life and Crimes of the World’s Greatest Art Forger by Tony Tetro. A world-renowned art forger who duped the art world for forty-five years and served time in prison after a widely publicized trial, describes the secrets and corruption of the art universe while giving an art history lesson. (Non-fiction) View 2026 DelArt Readers book selections and meeting dates."
,194,Botany for Gardeners,7,https://mtcubacenter.org/event/botany-for-gardeners-5/,,199,,08/27/2026,10:00 a.m.,,https://tickets.mtcubacenter.org/webstore/shop/viewItems.aspx?cg=ga&amp;c=CERT#10178,"A deeper understanding of plant biology can transform the way you garden and help you recognize and identify native plants more readily. Explore the fascinating inner workings of the plant world—from the movement of water and nutrients to the remarkable structures that allow plants to grow, reproduce, and interact with their pollinators and their environment. Through engaging instruction and applicable examples, you’ll learn how to name and describe plants, explore plant kingdom biodiversity and function, and build a strong foundation for future Ecological Gardening Certificate classes. 🥬Discover the enormous diversity and complex evolution of the plant kingdom. 🥬Learn foundational plant identification skills, helping you recognize key characteristics and understand the value of scientific names. 🥬Examine plant form and function through hands on learning activities. 🥬Apply knowledge of plant function, morphology, behavior, and environmental interactions to eco gardening practices. Whether you’re new to gardening or looking to strengthen your botanical knowledge, this course offers an inspiring look at the hidden life of plants and equips you with insights you can apply to your garden and beyond. Portions of the class may take place outdoors—please dress for the weather. This program takes place in-person at Mt. Cuba Center Thursday, August 27 and…"
,194,Why Fall Leaves Add Value to Your Garden,7,https://mtcubacenter.org/event/why-fall-leaves-add-value-to-your-garden/,,39,,08/27/2026,4:00 p.m.,,https://tickets.mtcubacenter.org/webstore/shop/viewItems.aspx?cg=ga&amp;c=CON#19587,"Every fall, homeowners face the same question: rake, mulch, or leave the leaves? Join Dr. Max Ferlauto, State Entomologist for the Maryland Natural Heritage Program, for an eye-opening exploration around research on how leaf litter affects residential landscapes. Learn what the data reveals about the insects, spiders, and soil life that depend on leaf cover—and how common cleanup habits can unintentionally disrupt them. You’ll also discover how removing leaves changes soil temperature, moisture, and organic matter, influencing the long-term health of your yard. Gardeners of every level will enjoy a lively lecture and guided garden tour, while gaining practical, neighborhood-friendly strategies to support biodiversity, improve soil, and maintain an attractive landscape—even if leaving every leaf isn’t an option. You will leave the class with actionable strategies such as adjusting mowing and cleanup routines to choosing plants that strengthen local ecosystems, that make your yard more vibrant, resilient, and alive. This program takes place in-person at Mt. Cuba Center Thursday, August 27, 2026. 🥬 Certificate of Attendance for Continuing Education Units (CEUs) available 🥬 New class About the Instructor: Max Ferlauto is the MD Natural Heritage Program State Entomologist where he focuses on conserving rare insects. He holds a BS in…"
153,87,The Summer Series at The Freeman Arts Pavilion,11,https://www.firststateballet.org/school-pages,,,,08/27/2026,,,,Come see The Summer Series at The Freeman Arts Pavilion.
,190,August Quarterly Liberation Fest,"9,2,3",https://dehistory.org/calendar/august-quarterly-liberation-fest/,302-655-7161,,,08/28/2026,5:00 p.m.,,,"Join the Mother African Union Church and the Delaware Historical Society for a Friday night block party to celebrate the arts during this year’s August Quarterly! Incorporating the theme of the Harlem Renaissance, the evening will feature movement and dance by Pieces of a Dream Dance Group and music by Best Kept Soul Band, along with dialogue, food trucks, and other vendors. Guests are asked to wear all-white attire. This free community event is co-curated with the Smithsonian Folklife Festival."
33,257,Dog Days of Summer – National Treasure,28,https://history.delaware.gov/event/dog-days-of-summer-national-treasure/,,,,08/28/2026,8:00 p.m.,08/29/2026,,"Join us on the New Castle Green with your well behaved furry friend to watch National Treasure. Nicholas Cage, historian and cryptologist, searches for hidden clues in the Declaration of Independence to locate the lost riches of the legendary Knights Templar in National Treasure"
43,,TENNESSEE WALTZ by Kit Williamson,"9,20,4",https://www.clearspacetheatre.org/upcomingshows/tennessee-waltz,,,,08/29/2026,2:00 p.m.,,,"Join us for the concert reading of a new play by Emmy Award winning writer, producer, and actor Kit Williamson ( Eastsiders , Unconventional , Mad Men ). Tennessee Waltz is a world premiere inspired by characters from Tennessee Williams' best known plays that Clear Space is commissioning for a future season. Your feedback after the performance will inform the play's future development as it prepares to take the stage in the future. Concert reading & workshop directed by Wes Drummond. ABOUT THE PLAY Dale, a sixteen-year-old boy burdened with a gruesome past and a guilty secret, hits the road to New Orleans with the financial assistance of Cat, a twenty-six-year old gas station attendant that suffers from fits of seizures and a dark secret of her own. They struggle to connect as both lovers and friends while their most private memories play out like movies before them, exposing a sordid history of violence and fear that has left them incapable of traditional romance. Get Tickets!"
,194,Botanical Sun Printing: Section A,"7,11",https://mtcubacenter.org/event/botanical-sun-printing-section-a-3/,,79,,08/29/2026,10:00 a.m.,,https://tickets.mtcubacenter.org/webstore/shop/viewItems.aspx?cg=ga&amp;c=ART#17694,"Cyanotype, also known as sun prints, is a camera-less photographic process that uses light, chemistry, and nature to create striking blue-and-white images. In this hands-on class, explore how this historic technique invites close observation of plants while celebrating form, texture, and the fleeting beauty of the natural world. Begin with a brief introduction to the history of cyanotype, then use the sun itself as a UV light source to create your own prints using plant materials harvested from Mt. Cuba’s gardens. As you arrange leaves, stems, and flowers, you’ll learn how composition, exposure, and light interact to produce unique and expressive images—no photography experience required. You will leave with finished cyanotype prints and a deeper appreciation for the intersection of art, science, and plants. This creative experience offers a new way to engage with Mt. Cuba’s landscape, turning observation into lasting works of art. All supplies are provided. Please note the use of chemicals may stain, so wear appropriate clothing. This program takes place in-person at Mt. Cuba Center Saturday, August 29, 2026 (Rain Date: Saturday, September 12). 🥬 Gift or take home About the Instructor: Shelly Silva holds a M.S. in Marketing Management from Wilmington University and a B.F.A.…"
,194,Introduction to Water-Wise Gardening: Cancelled,7,https://mtcubacenter.org/event/introduction-to-water-wise-gardening/,,39,,08/29/2026,10:00 a.m.,,https://tickets.mtcubacenter.org/webstore/shop/viewItems.aspx?cg=ga&amp;c=GAR#18865,"This class has been cancelled as of 8/17/26. Discover simple, practical changes to create a more resilient garden in a changing climate—while helping to protect the health of your local watershed. This introductory class is designed for anyone curious about sustainable gardening, especially those who want to understand how water moves through their landscape and how to make the most of it. You’ll learn how to use every day gardening techniques to slow, spread, and sink rainwater, reducing runoff and easing the burden on stormwater systems. We’ll explore strategies such as improving soil health, choosing climate- adapted plants, and reshaping small areas of your yard to better manage water. A special focus will be placed on rain gardens—shallow, beautifully planted depressions that capture stormwater and allow it to soak into the ground. What you’ll learn: What makes a good rain garden site How to select appropriate plants How these features can support pollinators while filtering pollutants before they reach local streams By the end of the class, you’ll have a clear understanding of how to keep more rain on your property, reduce erosion, and create a garden that works in harmony with natural systems."
261,,Cannon Firings 2026,28,https://www.hagley.org/plan-your-visit/calendar/all-events,302-658-2400,,,08/30/2026,,,,Have a blast during your visit to Hagley with cannon firings.
,,,,,,,,09/05/2026,,,,
,,,,,,,,09/06/2026,,,,
,,,,,,,,09/07/2026,,,,
,466,Back to School Fun with Little Farm Petting Zoo,28,https://riverfrontwilm.com/event/back-to-school-fun-with-little-farm-petting-zoo/,,,,08/30/2026,3:00 p.m.,,,"Celebrate the end of summer with an afternoon of family fun on the Riverfront! Little Farm Petting Zoo returns on Sunday, August 30 from 3 PM to 6 PM for a special Back to School event. Families can meet and feed friendly farm animals, enjoy free face painting , and take advantage of discounts on ice cream and water ice during the event. The petting zoo will be located between Riverwalk Mini Golf and the Delaware Children’s Museum , making it easy to spend the afternoon exploring everything the Riverfront has to offer. Bring the family and join us for one more day of summer fun before heading back to school!"
9,,Gayme Night!,"11,5",https://www.thedoverartleague.com/events,302-747-7169,FREE,,08/30/2026,,,,"A chill evening of games, laughs, and community held monthly on the last Sunday of each month. Bring your favorite board or card game, or play from our collection. This event is queer-led and queer-friendly, and allies are always welcome. Donations are appreciated to support future community events at the Dover Art League."
199,,Audition :: Trouble In Mind,"10,8,5",https://chapelstreetplayers.org/event/audition-trouble-in-mind/,302-368-2248,FREE,,08/31/2026,7:00 p.m.,,https://chapelstreetplayers.org/auditions-trouble-in-mind/,"Chapel Street Players is pleased to announce auditions for Trouble in Mind by Alice Childress. Director, Dominic Santos, and Stage Manager, Amy Culver, look for nine talented actors to join them in telling this empowering story. Trouble in Mind takes place in 1955 during the rehearsal process of a new Broadway anti-lynching play. The play explores themes of control, racism, sexism, assimilation, and collaboration. Performance dates: December 4, 5, 10, 11, & 12 at 8PM. December 6 & 12 at 2PM. Sign-in will begin at 6:30PM with auditions starting promptly at 7PM. Auditions will consist of readings from the script which can be found in the link below. Auditions will be open, and the readings will be done in groups. Rehearsals will begin in late September and will be based on cast availability. ** All cast members MUST be available October 11 th for load-in and December 13 th for strike. ** If you have any questions or can’t make the audition dates but still wish to be considered, please contact the director at DRSantos23@yahoo.com. For Character Breakdown and Audition sides, please visiting the audition page ."
,,,,,,,,09/02/2026,7:00 p.m.,,https://chapelstreetplayers.org/auditions-trouble-in-mind/,
27,87,Fall Classes Begin,7,https://www.firststateballet.org/school-pages,,,,08/31/2026,,,,Fall classes begin at the Grand Opera House and Whitehall studios.
,80,Individual Coaching in Milford,9,https://www.musicschoolofdelaware.org/program/individual-coaching-in-milford/,,,,08/31/2026,9:00 a.m.,06/30/2027,,"@ 7 years and up (depending on instrument) | Preparing for an audition or concert? Looking for occasional tips and feedback for you or your ensemble? Music School faculty can help you meet your goals in one-time or intermittent coaching sessions. Sessions must be paid in advance and will be scheduled based on the availability of the instructor. Enrollment is for one-time or intermittent sessions; call/email Student Services to arrange. Available during the academic year (September-June). Location: Milford Campus, 23 N Walnut Street, Milford, DE, 19963 Schedule Details The schedule will be based on the student’s preferred date/time and instruction availability. ACADEMIC YEAR (September-June) Enrollment is for individual sessions of 60 minutes. Register for an Individual Coaching Session Add to calendar Google Calendar iCalendar Outlook 365 Outlook Live"
,80,Private Lessons in Milford,"7,9,6",https://www.musicschoolofdelaware.org/program/private-lessons-in-milford/,,,,08/31/2026,1:00 a.m.,06/30/2027,,"@ 6 years and up (depending on instrument) | Beginner to advanced students are all carefully placed with the most appropriate instructor to meet your goals. In Milford, our expert faculty of credentialed artists and educators provides lessons in strings, woodwinds, brass, percussion, piano, and voice! Tuition covers 2 hours in Summer (June-August) or the entire academic year (September-June), prorated based on start date. Start with a 30-minute sample lesson for below! PLEASE NOTE: the above dates and times are placeholders only. The schedule will be created based on student and faculty availability. Explore Senior Special Lesson packages Explore Individual Coaching Location: Milford Campus , 23 N Walnut Street, Milford, DE, 19963 Schedule Details The schedule will be based on the student’s preferred date/time and instruction availability. SUMMER (June-August) Minimum schedule is 2-hours. ACADEMIC YEAR (September-June) Enrollment is for 36 lessons of 30, 45, or 60 minutes. Depending on start date, tuition may be prorated. Download the 2026-2027 Private Lesson information packet for Milford. Register for a Sample Lesson Add to calendar Google Calendar iCalendar Outlook 365 Outlook Live"
,80,Senior Special Private Lessons in Milford,"7,9",https://www.musicschoolofdelaware.org/program/senior-special-private-lessons-in-milford/,,,,08/31/2026,1:00 a.m.,06/30/2027,,"@ Adults 60 years and up | For our senior (60+) students who need more flexibility with scheduling, we offer a reduced private lesson schedule of 20 lessons per year! In Milford, learn strings, woodwinds, brass, percussion, piano, and voice! Available for the entire academic year (September-June), prorated based on start date. Start with a 30-minute sample lesson below! PLEASE NOTE: the above dates and times are placeholders only. The schedule will be created based on student and faculty availability. Location: Milford Campus , 23 N Walnut Street, Milford, DE, 19963 Schedule Details The schedule will be based on the student’s preferred date/time and instruction availability. ACADEMIC YEAR (September-June) Enrollment is for 20 lessons of 30, 45, or 60 minutes. Depending on start date, tuition may be prorated. Download the 2026-2027 Private Lesson information packet for Milford. Register for a Sample Lesson Add to calendar Google Calendar iCalendar Outlook 365 Outlook Live"
193,,Adult Barre Fall Session 2026,"9,10,2",https://www.miltontheatre.com/event/adult-barre-fall-session-2026/milton-theatre/,302-684-3038,209,,08/31/2026,4:00 p.m.,11/02/2026,,"10-week adult program running August 31 – November 2, 2026 on Monday nights, 4:00 PM – 5:00 PM. A welcoming, music-forward class teaching the fundamentals of ballet-inspired movement at a relaxed pace: traditional low-impact ballet barre work, simple center-floor progressions, and basic ballet combinations. No previous dance experience required. Class size limited to 10 students. Currently sold out."
193,,Adult Tap Dance Fall Session 2026,2,https://www.miltontheatre.com/event/adult-tap-dance-fall-session-2026/milton-theatre/,302-684-3038,209,,08/31/2026,5:00 p.m.,11/02/2026,,"10 Week Adult Program. 10-week program running from August 31 – November 2, 2026 on Monday nights, 5:00 PM – 6:00 PM. An adult tap class breaking down the fundamentals of tap dancing into simple, rewarding steps for adults of all experience levels. Tap shoes required; class size limited to 15 students."
193,,Advanced Performance Ensemble Fall Session 2026,10,https://www.miltontheatre.com/event/advanced-performance-ensemble-fall-session-2026/milton-theatre/,302-684-3038,497,,08/31/2026,6:00 p.m.,11/02/2026,,"10 Week Student Program. A premier pre-professional program for aspiring musical theatre artists; 10-week program running from August 31 – November 2, 2026 on Monday nights. Performance schedule: Wednesday, November 4, 2026 showcase 7pm and Friday, November 6, 2026 showcase 7pm."
193,,Dance Lab Fall Session 2026,2,https://www.miltontheatre.com/events/,302-684-3038,209,,08/31/2026,6:00 p.m.,,,10 Week Student Program
,,Chamber Music (Wilmington),14,https://www.musicschoolofdelaware.org/program/chamber-music/,,,,08/31/2026,,06/30/2027,,"@ Youth & adults | Experience the artistry and collaboration of chamber music in a small ensemble setting. Students may join an assigned ensemble or enroll as part of a pre-formed group. Designed for intermediate and advanced musicians, this program strengthens essential ensemble skills—including listening, cueing, communication, blend, balance, and musical interpretation—while exploring a diverse and engaging repertoire. A recommendation from the student’s private teacher is required. The program includes ten one-hour coaching sessions with a faculty chamber music coach and ten one-hour independent rehearsals. Coaching days and times are scheduled by the Chamber Music Coordinator to best accommodate participants’ schedules. Additional coaching sessions may be scheduled at the discretion of the coach. Requires a telephone interview or recommendation of private teacher. PLEASE NOTE: the schedule above is a placeholder. The actual schedule will be determined from student and faculty availability. Location: Wilmington Campus , 4101 N Washington Street, Wilmington, DE, 19802 Faculty: Variable, coordinated by Jennifer Crowell Stomberg Schedule Details Enroll for 15 weeks. WILMINGTON Schedule TBD. Confirm approval before registering for Chamber Music Add to calendar Google Calendar iCalendar Outlook 365 Outlook Live"
,80,Individual Coaching in Wilmington,9,https://www.musicschoolofdelaware.org/program/individual-coaching-in-wilmington/,,,,08/31/2026,9:00 a.m.,06/30/2027,,"@ 7 years and up (depending on instrument) | Preparing for an audition or concert? Looking for occasional tips and feedback for you or your ensemble? Music School faculty can help you meet your goals in one-time or intermittent coaching sessions. Sessions must be paid in advance and will be scheduled based on the availability of the instructor. Enrollment is for one-time or intermittent sessions; call/email Student Services to arrange. Available during the academic year (September-June). Location: Wilmington Campus, 4101 N Washington Street, Wilmington, DE, 19802 Schedule Details The schedule will be based on the student’s preferred date/time and instruction availability. ACADEMIC YEAR (September-June) Enrollment is for individual sessions of 60 minutes. Register for an Individual Coaching Session Add to calendar Google Calendar iCalendar Outlook 365 Outlook Live"
